ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_2221875_41_26__16_4_12,Tuborg Classic,1,3,0,1,0,0,3,1,0,2,3,2,3,1,0,0,0,1,0,2,0,3,3,2,6,0,3,0,1,1,1,3,0,0,1,1,3,1,1,0
ID_2221875_41_26__16_4_12,Tuborg Nul,0,2,3,2,3,2,0,0,0,0,1,5,0,1,0,0,0,0,1,1,0,6,2,0,0,0,0,3,0,0,0,0,0,6,4,6,0,0,1,2
ID_2221875_41_26__16_4_12,Sebastian,3,0,3,4,1,4,3,1,0,1,2,1,1,2,0,0,0,2,1,3,0,3,3,4,1,0,3,2,2,2,0,0,0,2,1,1,3,3,0,3
ID_2221875_41_26__16_4_12,Brown Bella,0,4,0,0,0,0,5,5,6,6,1,0,5,3,4,3,3,1,0,4,0,0,1,2,0,4,4,0,4,4,4,4,5,0,1,0,4,5,0,0
ID_2221875_41_26__16_4_12,Amigo,1,0,4,3,3,3,2,0,0,0,2,1,1,2,0,0,0,1,0,1,0,2,2,1,1,0,2,3,1,1,0,2,0,1,2,1,1,1,1,2
ID_2221875_41_26__16_4_12,Wiener Walzer,0,0,0,1,0,0,3,2,2,1,3,0,3,2,2,1,1,1,1,2,0,1,3,3,3,0,3,0,1,1,1,3,0,0,0,0,3,2,0,0
ID_2221875_41_26__16_4_12,Amarillo,5,0,4,4,2,3,4,2,0,1,1,0,3,3,0,0,0,2,1,3,0,1,3,4,0,0,3,2,2,0,0,0,0,1,1,0,4,4,0,2
ID_2221875_41_26__16_4_12,Aronia,1,0,6,6,6,6,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,2,0,0,0,6,1,2,0,0,0,4,3,2,0,2,0,3
ID_2221875_41_26__16_4_12,Alexander,1,4,0,0,0,0,5,3,2,5,4,0,1,3,4,4,4,0,0,5,0,0,3,3,1,5,4,0,3,1,2,2,2,0,0,0,3,3,0,0
ID_2221875_41_26__16_4_12,Angelina,3,0,1,2,0,1,4,2,1,1,2,0,3,3,0,0,0,1,0,4,0,2,3,3,2,0,3,1,2,2,0,1,0,1,1,0,2,3,0,2
